label,message
ham,"Your security code is 9999. Use it to authorize the transaction."
ham,"I'm just checking to see if everything is okay."
ham,"The doctor's office is closed today due to a public holiday."
ham,"Your account details are incorrect. Please re-enter them."
ham,"I'll update you with more details as soon as I have them."
ham,"The traffic is heavy on the highway, expect longer travel times."
ham,"Your delivery is expected by tomorrow morning."
ham,"I'm going to an art exhibition this evening."
ham,"Remember to take your ID card for verification."
ham,"The new coffee shop has a great selection of teas too."
ham,"Your password expires in 1 day. Change it now!"
ham,"I'm available to talk at your convenience."
ham,"The museum is now open to the public with new exhibits."
ham,"Your package is out for delivery. Estimated arrival by 7 PM."
ham,"I'll call you when I get a chance later tonight."
ham,"The forecast for the weekend looks promising for outdoor activities."
ham,"Your bill is due on the 28th of this month."
ham,"I'm running a little behind, but I'll be there soon."
ham,"Don't forget to lock all the doors and windows before leaving."
ham,"The new phone is amazing, fast and has a great camera."
ham,"Your security alert: someone tried to log into your account."
ham,"I'm heading to the main office for a training session."
ham,"Remember to turn off the lights in the living room."
ham,"The concert tickets are available for purchase online."
ham,"Your bank detected a large transaction on your card."
ham,"I'm going to take a short walk to clear my head."
ham,"The park is beautiful with all the blooming flowers."
ham,"Your appointment for a check-up is scheduled for Friday."
ham,"I'll send you the revised document by tomorrow morning."
ham,"The gym is open 24/7, so you can go anytime."
ham,"Your parcel is being held at the nearest distribution center."
ham,"I'm excited for the long weekend coming up!"
ham,"Don't forget to check your postbox for important mail."
ham,"The new car is a hybrid, very fuel-efficient."
ham,"Your password has been successfully updated. Keep it safe."
ham,"I'm going for a long run along the river today."
ham,"Remember to bring your reusable water bottle."
ham,"The meeting has been postponed due to unforeseen circumstances."
ham,"Your bill payment was declined. Please check your card details."
ham,"I'll text you as soon as I get settled in."
ham,"The weather is perfect for a bike ride this afternoon."
ham,"Your security code is 9999. Enter it to complete login."
spam,"WINNER! You have won a FREE iPhone 15! Claim your prize now at: link.com/prize"
spam,"URGENT: Your bank account has been compromised. Verify immediately to avoid suspension: link.com/verify-account"
spam,"Congratulations! You've won a £1000 cash prize! Text CLAIM to 88XXX to collect."
spam,"FINAL WARNING: Your subscription is expiring. Renew now to avoid service interruption: link.com/renew"
spam,"Exclusive Offer: Get a FREE gift card worth $500! Limited time only! Click here: link.com/free-gift"
spam,"You have 1,000,000 points! Redeem them for cash prize: link.com/redeem. Reply STOP to opt out."
spam,"Your parcel is awaiting delivery. Pay a small fee of £1.99 to complete: link.com/delivery-fee"
spam,"Invest now and get rich quick! Guaranteed 500% returns in a week: link.com/invest-now"
spam,"Claim your FREE adult content access for 24 hours! Visit: link.com/adult-free. Reply STOP to unsubscribe."
spam,"Congratulations! You've been selected for a free holiday package! Call 0906xxx for details."
spam,"Action Required: Your online banking account will be locked. Update details here: link.com/update-info"
spam,"You've been chosen! Get a FREE BUNDLE of cosmetics. Just pay shipping: link.com/beauty-offer"
spam,"Limited Time Offer: Get a loan approved instantly, no credit check! Apply now: link.com/quick-loan"
spam,"Your mobile number has won £5000! Text WIN to 66XXX to claim. Urgent!"
spam,"Important Security Alert: Unfamiliar login detected on your account. Review activity: link.com/security-review"
spam,"Get rid of belly fat in 3 days! Revolutionary new pill. Order now: link.com/fat-loss"
spam,"Due to high demand, our special offer is back! Buy 1 Get 1 Free on all items: link.com/bogo"
spam,"You have a pending delivery from Royal Mail. Reschedule and pay £2.00 fee: link.com/royal-mail"
spam,"Your credit score has been negatively affected. Fix it now: link.com/fix-credit"
spam,"Naked photos of your ex! Click here to view: link.com/ex-photos"
spam,"Your SIM card will be deactivated. Update your details immediately: link.com/sim-update"
spam,"Prize Notification: You've won a brand new car! Call 0800xxx to arrange delivery."
spam,"Special Bonus: Get £100 credit on your next mobile top-up! Click: link.com/top-up-bonus"
spam,"Unclaimed Funds: We found unclaimed funds belonging to you. Claim here: link.com/unclaimed-funds"
spam,"Your Netflix account is on hold due to a payment issue. Update info: link.com/netflix-update"
spam,"Don't miss out! Amazing deals on luxury watches. Shop now: link.com/luxury-watches"
spam,"Emergency Loan: Need cash fast? Get up to £5000 in 24 hours: link.com/emergency-loan"
spam,"Your package could not be delivered. Please update your address: link.com/update-address"
spam,"You've been selected for a secret shopper role! Earn £150 per hour. Reply YES to join."
spam,"Warning: Malware detected on your device. Click to clean now: link.com/malware-scan"
spam,"FREE Lottery Ticket! Play now and win millions: link.com/free-lottery"
spam,"Hi [Name], I'm trying to reach you about your car's extended warranty."
spam,"Your bank account has been frozen due to suspicious activity. Contact us: 020xxxxxxx"
spam,"Limited time offer! Get 90% off on all electronics. Shop now: link.com/electronics-sale"
spam,"You have been awarded £900. To collect, reply with your bank details."
spam,"COVID-19 Vaccine Survey: Get £50 for completing our survey: link.com/covid-survey"
spam,"Your mobile number has been randomly selected to win a cash prize! Reply INFO."
spam,"Confidential: Naked pics of celebrities. View here before they're removed: link.com/celeb-pics"
spam,"Get a FREE vacation to Dubai! Just cover flight expenses. Details: link.com/dubai-vacation"
spam,"Your credit card has been blocked. Call support immediately: 0845xxxxxxx"
spam,"Congratulations! You've received a free gift. Claim it at: link.com/gift-claim"
spam,"Urgent Security Message: Your Apple ID is expiring. Verify at: link.com/apple-id-verify"
spam,"Flash Sale! Unbelievable discounts on designer clothing. Shop now: link.com/fashion-sale"
spam,"You've been entered into a draw to win £10,000. Text DRAW to 55XXX."
spam,"Your Amazon account has unusual activity. Click here to secure: link.com/amazon-security"
spam,"Lose 10kg in a week! Miracle diet pills. Buy now: link.com/diet-pills"
spam,"Your Netflix subscription has been terminated. Reactivate here: link.com/reactivate-netflix"
spam,"Exclusive invitation! Join our VIP club and get special benefits: link.com/vip-club"
spam,"Unpaid Invoice Alert: Your invoice #12345 is overdue. Pay here: link.com/pay-invoice"
spam,"Adult Dating Site: Find your match tonight! Join for FREE: link.com/adult-dating"
spam,"Your mobile number is eligible for a £500 shopping voucher. Text YES to 87XXX."
spam,"Warning: Your device is infected with 7 viruses. Clean now: link.com/virus-clean"
spam,"Free Money! We found an error in your favor. Claim £200 now: link.com/free-money"
spam,"Your banking app is outdated. Update now to avoid service interruption: link.com/app-update"
spam,"Your prize of a brand new laptop is waiting! Call 0905xxxxxxx to arrange delivery."
spam,"Act Fast! Limited stock of our best-selling product. Order now: link.com/limited-stock"
spam,"Your bank account shows an unauthorized transaction. Confirm or deny: link.com/unauth-trans"
spam,"Urgent: Verify your personal details to keep your social media account active: link.com/social-verify"
spam,"Get an amazing body in 4 weeks! Revolutionary fitness plan: link.com/fitness-plan"
spam,"You are selected for a government grant of £2500! Apply here: link.com/grant-apply"
spam,"Your phone bill is unpaid. Pay immediately to avoid service disconnection: link.com/pay-bill"
spam,"Unlock your potential! Free online courses available now: link.com/free-courses"
spam,"Private Pics of your crush! Click to see: link.com/crush-pics"
spam,"Your lottery winnings of £1,000,000 need to be claimed. Text WINNER to 77XXX."
spam,"Security Notice: Your email account has been accessed from a new device. Check: link.com/email-security"
spam,"Exclusive Offer: Free cruise vacation! Just pay port fees: link.com/free-cruise"
spam,"Your credit score is critically low. Improve it now: link.com/improve-credit"
spam,"COVID-19 Test Kit: Get a free test kit delivered to your home: link.com/test-kit"
spam,"Final Call! Your phone contract is ending. Renew now for exclusive deals: link.com/phone-contract"
spam,"You have an outstanding tax refund of £300. Claim it here: link.com/tax-refund"
spam,"Forbidden Videos: Never-before-seen footage! Click here: link.com/forbidden-videos"
spam,"Your PayPal account is temporarily limited. Verify your identity: link.com/paypal-verify"
spam,"Free $500 Amazon Gift Card! Enter our sweepstakes: link.com/amazon-sweepstakes"
spam,"Your package delivery failed. Schedule redelivery and pay a small fee: link.com/reschedule-delivery"
spam,"Amazing weight loss results guaranteed! Try our new product: link.com/weight-loss-guaranteed"
spam,"You've won a luxury trip to Paris! Call 0904xxxxxxx for details."
spam,"Urgent Action: Your Google account has suspicious activity. Secure it: link.com/google-security"
spam,"Get a FREE gaming console! Just answer a few questions: link.com/free-gaming"
spam,"Your bank security code has expired. Generate new code: link.com/new-security-code"
spam,"Congratulations! You've received a loyalty bonus of £50. Redeem here: link.com/loyalty-bonus"
spam,"Your subscription to Premium TV is expiring tonight. Renew now: link.com/premium-tv-renew"
spam,"Unblock Your Account: Your social media account is locked due to unusual activity: link.com/unblock-account"
spam,"Secret hookups near you! Find partners tonight: link.com/secret-hookup"
spam,"You have a parcel waiting from FedEx. Track and pay fee: link.com/fedex-track"
spam,"Warning: Your mobile data plan is almost exhausted. Top up now: link.com/top-up-data"
spam,"Financial Opportunity: High-yield investments, guaranteed returns: link.com/high-yield-invest"
spam,"You are entitled to a compensation payment of £750. Claim here: link.com/claim-compensation"
spam,"Your email storage is full. Upgrade now to receive new messages: link.com/email-upgrade"
spam,"Shocking images from a leaked celebrity sex tape! View here: link.com/sex-tape"
spam,"Your bank account will be closed if not verified in 24 hours: link.com/bank-close"
spam,"Congratulations! You've been randomly selected to receive £200. Text YES to 88XXX."
spam,"Special Promo: Get 70% off on all watches! Limited stock: link.com/watch-promo"
spam,"Your lottery prize of £5000 is ready for collection! Call 0906xxxxxxx."
spam,"COVID-19 Relief Fund: Apply for government relief cash: link.com/relief-fund"
spam,"Unpaid Debt: Your debt is overdue. Pay now to avoid legal action: link.com/pay-debt"
spam,"Confidential Info: See who is talking about you online: link.com/stalker-check"
spam,"You have a notification from your bank. Click to view: link.com/bank-notification"
spam,"Final Reminder: Your domain name is expiring. Renew now: link.com/domain-renew"
spam,"Your mobile number has been selected to win a new tablet! Reply TABLET."
spam,"Get a FREE holiday to Mexico! Limited seats. Book now: link.com/mexico-holiday"
spam,"Scam Alert: Your device is at risk. Protect yourself now: link.com/protect-device"
spam,"Investment Warning: Your portfolio is underperforming. Diversify now: link.com/diversify-invest"
spam,"Private Photos: Your ex's secrets exposed! Click to view: link.com/ex-secrets"
spam,"Your credit score has dropped. Immediate action required: link.com/credit-drop"
spam,"You've been gifted a £250 voucher! Redeem it here: link.com/voucher-redeem"
spam,"Urgent Security Update: Your password needs to be reset: link.com/reset-password"
spam,"Claim your FREE cash prize of £1000! Text CLAIM to 88XXX."
spam,"Your parcel delivery has failed. Update details for redelivery: link.com/parcel-fail"
spam,"Win an iPhone! Participate in our survey for a chance to win: link.com/iphone-survey"
spam,"Breaking News: Major scandal involving politicians! See evidence: link.com/scandal-news"
spam,"Your bank account has been locked. Verify identity here: link.com/verify-identity"
spam,"Get fit in 7 days! Revolutionary exercise program: link.com/7day-fitness"
spam,"You have an outstanding payment of £4.99. Pay to avoid suspension: link.com/outstanding-payment"
spam,"Your subscription to Spotify is on hold. Update payment info: link.com/spotify-update"
spam,"Secret deals just for you! Up to 80% off on premium products: link.com/secret-deals"
spam,"Your phone has won £5000 in our weekly draw! Text CASH to 66XXX."
spam,"Warning: Your personal data has been leaked. Check now: link.com/data-leak"
spam,"Free Bitcoins! Claim your share of the cryptocurrency boom: link.com/free-bitcoins"
spam,"Your account security is at risk. Verify activity: link.com/account-risk"
spam,"You've been pre-approved for a £10,000 loan! Apply now: link.com/pre-approved-loan"
spam,"Exclusive Content: Uncensored celebrity photos. Click here: link.com/uncensored-pics"
spam,"Your bank account has been suspended due to unusual login attempts: link.com/bank-suspended"
spam,"Congratulations! You've won a FREE Samsung Galaxy! Claim now: link.com/galaxy-prize"
spam,"Your delivery is pending. Pay £2.50 customs fee for release: link.com/customs-fee"
spam,"Lose weight effortlessly! New scientific breakthrough: link.com/effortless-weightloss"
spam,"Your lucky number has won £7000! Call 0907xxxxxxx to collect."
spam,"Urgent: Your email account has been hacked. Secure it now: link.com/email-hack"
spam,"Get a FREE tablet! Just pay for shipping: link.com/free-tablet"
spam,"Your bank statement is ready. View it here: link.com/bank-statement"
spam,"Limited Offer: Buy 2 Get 1 Free on all jewellery. Shop now: link.com/jewellery-offer"
spam,"You are registered for a lottery draw. Text LOTTO to 55XXX to opt out."
spam,"Security Breach: Your personal information has been exposed. Secure now: link.com/personal-data"
spam,"Financial Aid: Get government aid up to £1000. Apply today: link.com/financial-aid"
spam,"Your subscription to Prime is expiring. Renew here to avoid interruption: link.com/prime-renew"
spam,"Shocking Videos: What your neighbors are doing! Watch now: link.com/neighbor-videos"
spam,"Your credit report has errors. Fix them instantly: link.com/credit-errors"
spam,"You've won a £500 grocery voucher! Claim it at: link.com/grocery-voucher"
spam,"Action Required: Your Microsoft account needs verification. Click here: link.com/microsoft-verify"
spam,"Claim your FREE holiday to Thailand! Only pay for accommodation: link.com/thailand-holiday"
spam,"Alert: Your device is running slow. Install our booster for free: link.com/booster-app"
spam,"Urgent Payment: Your utility bill is overdue. Pay now: link.com/utility-bill"
spam,"Adult Chat: Connect with singles in your area now: link.com/adult-chat"
spam,"Your phone has won £2000! Text PRIZE to 87XXX."
spam,"Warning: Your account is vulnerable to phishing attacks. Update security: link.com/phishing-alert"
spam,"Free Cash! Get £100 by completing a simple survey: link.com/survey-cash"
spam,"Your PayPal account has been used from an unknown device. Verify: link.com/paypal-activity"
spam,"Your parcel could not be delivered. Please update your details to reschedule: link.com/parcel-update"
spam,"Get fit and healthy in 30 days! Personalized workout plans: link.com/30day-fitness"
spam,"You've been chosen for a special discount on electronics! Claim now: link.com/special-discount"
spam,"Your bank account requires re-verification. Complete here: link.com/re-verify-bank"
spam,"Congratulations! You've won a £100 cash back. Claim it here: link.com/cash-back"
spam,"Urgent Security Message: Your social media account will be closed. Verify: link.com/social-account-close"
spam,"Lose weight fast without diet or exercise! Revolutionary method: link.com/fast-weightloss"
spam,"Due to suspicious activity, your account has been temporarily locked: link.com/account-locked"
spam,"Exclusive Offer: Get a brand new car for only £99! Enter now: link.com/car-offer"
spam,"Your delivery is pending. Pay customs fees via link: link.com/customs-pending"
spam,"Free Adult Videos! Unlimited access for 48 hours: link.com/free-adult-videos"
spam,"Your mobile number has been selected for a lottery prize. Text CLAIM to 66XXX."
spam,"Action Required: Your Apple ID has been compromised. Secure it: link.com/compromised-appleid"
spam,"Get a FREE vacation to Maldives! Exclusive offer for VIP members: link.com/maldives-vacation"
spam,"Important: Your online banking access will be suspended. Verify now: link.com/banking-suspend"
spam,"Your credit card has fraudulent activity. Block it now: link.com/fraud-activity"
spam,"Congratulations! You've received a free gift basket. Claim at: link.com/gift-basket"
spam,"Warning: Your computer is under attack by ransomware. Resolve now: link.com/ransomware-attack"
spam,"Claim your £500 tax refund today! Click here: link.com/tax-refund-claim"
spam,"Your mobile number has won a brand new phone! Call 0905xxxxxxx to collect."
spam,"Final Notice: Your subscription is about to expire. Renew: link.com/subscription-final"
spam,"Unclaimed Jackpot! You won £1,000,000! Text JACKPOT to 77XXX."
spam,"Private Photos: Shocking images of local politicians. View now: link.com/politician-pics"
spam,"Your bank account is subject to review. Provide details: link.com/bank-review"
spam,"Get rich quick scheme! Invest just £100 and earn £10,000 in 2 days: link.com/rich-quick"
spam,"Your credit score needs urgent attention. Update it now: link.com/urgent-credit"
spam,"COVID-19 Support Grant: Apply for government support: link.com/support-grant"
spam,"Your Netflix account is locked. Verify payment method: link.com/netflix-locked"
spam,"Don't miss out! Incredible savings on flights and hotels: link.com/travel-deals"
spam,"Emergency Cash: Get a loan approved instantly, no questions asked: link.com/instant-loan"
spam,"Your parcel from UPS is awaiting delivery. Pay a small fee: link.com/ups-delivery"
spam,"You've been selected for a paid market research study! Earn £200. Reply INFO."
spam,"Warning: Your device is infected with spyware. Remove now: link.com/spyware-remove"
spam,"Free Lottery Entry! Win up to £10,000 every week: link.com/weekly-lottery"
spam,"Hi [Name], your car warranty is expiring. Renew today to avoid costly repairs."
spam,"Your bank account has been temporarily suspended. Contact support: 020xxxxxxx"
spam,"Limited time only! Get 80% off on all fashion items. Shop now: link.com/fashion-flash-sale"
spam,"You have been awarded £750. To collect, reply with your personal details."
spam,"COVID-19 Survey: Get £75 for sharing your opinion: link.com/covid-survey-2"
spam,"Your mobile number has been randomly selected to win a luxurious holiday! Reply HOLIDAY."
spam,"Confidential: Leaked government documents. See what they don't want you to know: link.com/govt-leak"
spam,"Get a FREE vacation to New York! Just cover transportation. Details: link.com/new-york-vacation"
spam,"Your credit card has been compromised. Call fraud department immediately: 0845xxxxxxx"
spam,"Congratulations! You've received a complimentary gift. Claim it at: link.com/complimentary-gift"
spam,"Urgent Security Message: Your Google account has been accessed. Verify at: link.com/google-account-verify"
spam,"Flash Sale! Unbelievable discounts on home appliances. Shop now: link.com/appliances-sale"
spam,"You've been entered into a draw to win £20,000. Text DRAW20 to 55XXX."
spam,"Your Amazon account has suspicious login activity. Click here to secure: link.com/amazon-login-security"
spam,"Lose 15kg in 2 weeks! New revolutionary diet. Order now: link.com/revolution-diet"
spam,"Your Netflix subscription has been cancelled. Reactivate here: link.com/reactivate-netflix-2"
spam,"Exclusive invitation! Join our premium club and get special access: link.com/premium-club"
spam,"Unpaid Bill Alert: Your bill #67890 is overdue. Pay here: link.com/pay-bill-67890"
spam,"Adult Hookup Site: Find casual encounters tonight! Join for FREE: link.com/hookup-site"
spam,"Your mobile number is eligible for a £750 shopping spree! Text YES to 87XXX."
spam,"Warning: Your device is infected with 10 viruses. Scan now: link.com/virus-scan-2"
spam,"Free Money! We owe you £300. Claim it now: link.com/free-money-300"
spam,"Your banking app requires an urgent update. Update now: link.com/app-update-2"
spam,"Your prize of a new smart TV is waiting! Call 0905xxxxxxx to arrange delivery."
spam,"Act Fast! Limited stock of our most popular product. Order now: link.com/popular-stock"
spam,"Your bank account shows an unusual transaction. Confirm or deny: link.com/unusual-transaction"
spam,"Urgent: Verify your identity to keep your email account active: link.com/email-verify"
spam,"Get an amazing body in 6 weeks! Proven fitness plan: link.com/fitness-plan-2"
spam,"You are selected for a government housing grant of £5000! Apply here: link.com/housing-grant"
spam,"Your electric bill is unpaid. Pay immediately to avoid disconnection: link.com/pay-electric-bill"
spam,"Unlock your true potential! Free online courses for professionals: link.com/pro-courses"
spam,"Private Videos: Your secret admirer's footage revealed! Click to see: link.com/secret-admirer"
spam,"Your lottery winnings of £2,000,000 need to be claimed. Text WINNER2 to 77XXX."
spam,"Security Notice: Your social media account has been accessed from a new location. Check: link.com/social-security"
spam,"Exclusive Offer: Free cruise vacation to Caribbean! Just cover tips: link.com/caribbean-cruise"
spam,"Your credit score is dangerously low. Improve it today: link.com/improve-credit-2"
spam,"COVID-19 Home Test Kit: Get a free kit delivered to your door: link.com/home-test-kit"
spam,"Final Call! Your data plan is expiring. Renew now for unlimited data: link.com/data-plan"
spam,"You have an outstanding benefit payment of £400. Claim it here: link.com/benefit-payment"
spam,"Forbidden Content: Leaked videos from Hollywood stars! View here: link.com/hollywood-leak"
spam,"Your PayPal account is restricted. Verify your information: link.com/paypal-restricted"
spam,"Free $1000 Best Buy Gift Card! Enter our contest: link.com/bestbuy-contest"
spam,"Your package delivery failed. Schedule redelivery and pay a small fee: link.com/redelivery-fail"
spam,"Amazing weight loss results in just 2 weeks! Try our new supplement: link.com/weightloss-supplement"
spam,"You've won a luxury car! Call 0904xxxxxxx to arrange delivery."
spam,"Urgent Action: Your Gmail account has suspicious activity. Secure it: link.com/gmail-security"
spam,"Get a FREE smartwatch! Just answer a quick survey: link.com/free-smartwatch"
spam,"Your bank security alert code has expired. Generate new code: link.com/bank-security-code"
spam,"Congratulations! You've received a special bonus of £150. Redeem here: link.com/special-bonus"
spam,"Your subscription to Sports Channel is expiring tonight. Renew now: link.com/sports-channel-renew"
spam,"Unblock Your Account: Your email account is locked due to unusual activity: link.com/locked-email"
spam,"Secret Dating: Find your perfect match in your city: link.com/secret-dating"
spam,"You have a parcel waiting from DHL. Track and pay fee: link.com/dhl-track"
spam,"Warning: Your phone storage is full. Free up space now: link.com/free-storage"
spam,"Financial Opportunity: Guaranteed profits with minimal investment: link.com/guaranteed-profits"
spam,"You are entitled to a refund payment of £900. Claim here: link.com/claim-refund"
spam,"Your cloud storage is almost full. Upgrade now to avoid data loss: link.com/cloud-upgrade"
spam,"Shocking images from a leaked political scandal! View here: link.com/political-scandal"
spam,"Your bank account will be closed if not verified in 12 hours: link.com/bank-close-12hr"
spam,"Congratulations! You've been randomly selected to receive £300. Text YES to 88XXX."
spam,"Special Promo: Get 60% off on all watches! Limited time only: link.com/watch-promo-2"
spam,"Your lottery prize of £8000 is ready for collection! Call 0906xxxxxxx."
spam,"COVID-19 Vaccine Incentive: Get a £100 reward for getting vaccinated: link.com/vaccine-incentive"
spam,"Unpaid Fine: Your traffic fine is overdue. Pay now to avoid penalty: link.com/pay-traffic-fine"
spam,"Confidential Info: See who is looking at your social media profiles: link.com/profile-check"
spam,"You have an urgent notification from your financial institution. Click to view: link.com/financial-notification"
spam,"Final Reminder: Your website domain is expiring. Renew now: link.com/website-domain-renew"
spam,"Your mobile number has been selected to win a luxury watch! Reply WATCH."
spam,"Get a FREE holiday to Rome! Limited availability. Book now: link.com/rome-holiday"
spam,"Scam Alert: Your personal data is exposed. Protect yourself now: link.com/protect-data"
spam,"Investment Warning: Your crypto portfolio is at risk. Secure it now: link.com/crypto-risk"
spam,"Private Photos: Your partner's secrets exposed! Click to view: link.com/partner-secrets"
spam,"Your credit score has significantly dropped. Immediate action: link.com/credit-drop-2"
spam,"You've been gifted a £300 shopping voucher! Redeem it here: link.com/shopping-voucher"
spam,"Urgent Security Update: Your email password needs to be reset: link.com/email-reset-password"
spam,"Claim your FREE cash prize of £2000! Text CLAIM to 88XXX."
spam,"Your parcel delivery has failed. Update address for redelivery: link.com/parcel-fail-2"
spam,"Win an iPad! Participate in our survey for a chance to win: link.com/ipad-survey"
spam,"Breaking News: Exclusive celebrity gossip! See full story: link.com/celeb-gossip"
spam,"Your bank account has been locked. Verify identity here: link.com/verify-identity-2"
spam,"Get fit in 14 days! Ultimate exercise program: link.com/14day-fitness"
spam,"You have an outstanding payment of £9.99. Pay to avoid service suspension: link.com/outstanding-payment-2"
spam,"Your subscription to YouTube Premium is on hold. Update payment: link.com/youtube-update"
spam,"Secret deals just for you! Up to 90% off on premium products: link.com/secret-deals-2"
spam,"Your phone has won £7000 in our monthly draw! Text CASH2 to 66XXX."
spam,"Warning: Your personal information has been leaked. Check now: link.com/personal-info-leak"
spam,"Free Ethereum! Claim your share of the crypto revolution: link.com/free-ethereum"
spam,"Your account security is compromised. Verify activity: link.com/account-compromised"
spam,"You've been pre-approved for a £20,000 personal loan! Apply now: link.com/personal-loan"
spam,"Exclusive Content: Never-before-seen footage of famous personalities. Click here: link.com/famous-footage"
spam,"Your bank account has been suspended due to unauthorized access: link.com/bank-access"
spam,"Congratulations! You've won a FREE PlayStation 5! Claim now: link.com/ps5-prize"
spam,"Your delivery is pending. Pay £3.00 handling fee for release: link.com/handling-fee"
spam,"Lose weight easily! New scientific diet plan: link.com/easy-weightloss"
spam,"Your lucky number has won £9000! Call 0907xxxxxxx to collect."
spam,"Urgent: Your social media account has been hacked. Secure it now: link.com/social-hack"
spam,"Get a FREE smart TV! Just answer a few questions: link.com/free-smarttv"
spam,"Your bank transaction security code has expired. Generate new code: link.com/new-trans-code"
spam,"Congratulations! You've received a special loyalty bonus of £200. Redeem here: link.com/loyalty-bonus-2"
spam,"Your subscription to Premium Movies is expiring tonight. Renew now: link.com/premium-movies-renew"
spam,"Unblock Your Account: Your messaging app is locked due to unusual activity: link.com/locked-messaging"
spam,"Secret hookups for adults near you! Find discreet partners: link.com/discreet-hookup"
spam,"You have a parcel waiting from Parcelforce. Track and pay fee: link.com/parcelforce-track"
spam,"Warning: Your mobile data usage is critically high. Top up now: link.com/top-up-critical"
spam,"Financial Opportunity: High-return investments, guaranteed daily profits: link.com/daily-profits"
spam,"You are entitled to a compensation payment of £950. Claim here: link.com/claim-compensation-2"
spam,"Your email storage is critically low. Upgrade now to receive new emails: link.com/email-upgrade-2"
spam,"Shocking images from a leaked royal scandal! View here: link.com/royal-scandal"
spam,"Your bank account will be closed if not verified in 6 hours: link.com/bank-close-6hr"
spam,"Congratulations! You've been randomly selected to receive £400. Text YES to 88XXX."
spam,"Special Promo: Get 50% off on all clothing! Limited time only: link.com/clothing-promo"
spam,"Your lottery prize of £10,000 is ready for collection! Call 0906xxxxxxx."
spam,"COVID-19 Vaccine Rollout: Get a £150 reward for vaccination: link.com/vaccine-rollout"
spam,"Unpaid Debt: Your outstanding debt is overdue. Pay now to avoid legal action: link.com/pay-debt-2"
spam,"Confidential Info: See who is stalking your online profiles: link.com/stalking-check"
spam,"You have an urgent notification from your bank. Click to view: link.com/bank-notification-2"
spam,"Final Reminder: Your cloud storage is expiring. Renew now: link.com/cloud-renew"
spam,"Your mobile number has been selected to win a luxury vacation! Reply LUXURY."
spam,"Get a FREE holiday to Bali! Limited slots. Book now: link.com/bali-holiday"
spam,"Scam Alert: Your device is compromised. Protect yourself now: link.com/device-compromised"
spam,"Investment Warning: Your stock portfolio is underperforming. Rebalance now: link.com/rebalance-portfolio"
spam,"Private Photos: Your ex's dirty laundry exposed! Click to view: link.com/dirty-laundry"
spam,"Your credit score has fallen drastically. Immediate action required: link.com/credit-fall"
spam,"You've been gifted a £400 cash voucher! Redeem it here: link.com/cash-voucher-redeem"
spam,"Urgent Security Update: Your financial password needs to be reset: link.com/financial-reset"
spam,"Claim your FREE cash prize of £3000! Text CLAIM to 88XXX."
spam,"Your parcel delivery has failed. Update details for redelivery: link.com/parcel-fail-3"
spam,"Win a MacBook! Participate in our survey for a chance to win: link.com/macbook-survey"
spam,"Breaking News: Major political scandal! See all the evidence: link.com/political-scandal-2"
spam,"Your bank account has been locked. Verify identity here: link.com/verify-identity-3"
spam,"Get fit in 21 days! Comprehensive exercise plan: link.com/21day-fitness"
spam,"You have an outstanding payment of £14.99. Pay to avoid suspension: link.com/outstanding-payment-3"
spam,"Your subscription to Hulu is on hold. Update payment method: link.com/hulu-update"
spam,"Secret deals just for you! Up to 95% off on exclusive products: link.com/exclusive-deals"
spam,"Your phone has won £9000 in our weekly draw! Text CASH3 to 66XXX."
spam,"Warning: Your personal data has been stolen. Check now: link.com/data-stolen"
spam,"Free Bitcoin! Claim your share of the future of finance: link.com/free-bitcoin-2"
spam,"Your account security is at critical risk. Verify activity: link.com/critical-risk"
spam,"You've been pre-approved for a £30,000 business loan! Apply now: link.com/business-loan"
spam,"Exclusive Content: Uncensored celebrity confessions. Click here: link.com/celebrity-confessions"
spam,"Your bank account has been suspended due to unauthorized transactions: link.com/bank-suspended-2"
spam,"Congratulations! You've won a FREE Xbox Series X! Claim now: link.com/xbox-prize"
spam,"Your delivery is pending. Pay £3.50 surcharge for release: link.com/delivery-surcharge"
spam,"Lose weight quickly and safely! New natural supplement: link.com/natural-weightloss"
spam,"Your lucky number has won £12,000! Call 0907xxxxxxx to collect."
spam,"Urgent: Your banking account has been compromised. Secure it now: link.com/banking-compromised"
spam,"Get a FREE drone! Just answer a few questions: link.com/free-drone"
spam,"Your bank security alert has expired. Generate new code: link.com/new-alert-code"
spam,"Congratulations! You've received a special reward of £250. Redeem here: link.com/special-reward"
spam,"Your subscription to Disney+ is expiring tonight. Renew now: link.com/disney-renew"
spam,"Unblock Your Account: Your online dating profile is locked due to unusual activity: link.com/locked-dating"
spam,"Secret Adult Fun: Find local hookups tonight: link.com/local-hookups"
spam,"You have a parcel waiting from Hermes. Track and pay fee: link.com/hermes-track"
spam,"Warning: Your mobile data plan is nearing its limit. Top up now: link.com/data-limit"
spam,"Financial Opportunity: High-yield savings accounts, guaranteed returns: link.com/savings-accounts"
spam,"You are entitled to a refund payment of £1200. Claim here: link.com/claim-refund-3"
spam,"Your email storage is almost full. Upgrade now to continue sending/receiving: link.com/email-full"
spam,"Shocking images from a leaked celebrity party! View here: link.com/celebrity-party"
spam,"Your bank account will be closed if not verified in 24 hours: link.com/bank-close-24hr"
spam,"Congratulations! You've been randomly selected to receive £500. Text YES to 88XXX."
spam,"Special Promo: Get 75% off on all jewellery! Limited time only: link.com/jewellery-promo-2"
